,edad,ocupacion,estadocivil,estudios,descubierto,saldoanual,hipoteca,prestamo,canalcontacto,dia,mes,duracion,contactosactuales,contactoanterior,contactosprevios,contrata,contratanum,Anomaly,Anomaly_Score,Label,Score,perfil
409,55,technician,divorced,tertiary,0,264,1,0,others,30,may,34,2,-1,0,no,0,0,-0.0486246228920984,no,0.7922,No interesante
410,39,blue-collar,married,secondary,0,157,1,0,others,30,may,99,6,-1,0,no,0,0,-0.10941840514670986,no,0.7923,No interesante
411,40,blue-collar,married,primary,0,68,1,0,others,30,may,170,19,-1,0,no,0,0,-0.06538477648215435,no,0.8059,No interesante
412,32,admin.,divorced,secondary,0,-417,0,0,others,30,may,25,5,-1,0,no,0,0,-0.0604441723835289,no,0.7885,No interesante
413,36,management,married,tertiary,0,596,1,0,others,2,jun,372,2,-1,0,no,0,0,-0.06969508209674036,no,0.585,Periferia
415,43,management,single,secondary,0,1029,1,0,others,2,jun,145,1,-1,0,no,0,0,-0.08479024790899636,no,0.7146,No interesante
416,44,entrepreneur,married,tertiary,0,307,1,0,others,2,jun,338,2,-1,0,no,0,0,-0.06986663781596969,no,0.6193,No interesante
417,35,admin.,married,secondary,0,-488,1,0,others,2,jun,97,4,-1,0,no,0,0,-0.09657918366088708,no,0.7715,No interesante
418,36,services,married,primary,0,0,1,0,others,2,jun,1036,1,-1,0,yes,1,0,-0.012529219859294892,yes,0.5167,Periferia
419,38,blue-collar,single,primary,0,522,1,0,others,2,jun,156,1,-1,0,no,0,0,-0.07340513061662185,no,0.7234,No interesante
420,35,management,single,tertiary,0,0,1,0,others,2,jun,184,1,-1,0,no,0,0,-0.07261940499394748,no,0.7246,No interesante
421,46,services,married,secondary,0,4780,1,0,others,2,jun,105,3,-1,0,no,0,0,-0.08247915893663832,no,0.7323,No interesante
422,60,retired,divorced,tertiary,0,-79,1,0,others,2,jun,49,1,-1,0,no,0,0,-0.004784971954608475,no,0.7737,No interesante
423,48,admin.,married,secondary,0,749,1,0,others,2,jun,56,3,-1,0,no,0,0,-0.09448405817145178,no,0.7359,No interesante
424,40,admin.,divorced,secondary,0,2550,1,0,others,2,jun,424,2,-1,0,no,0,0,-0.043026927363710936,no,0.567,Periferia
425,41,technician,single,secondary,0,1680,1,0,others,2,jun,76,2,-1,0,no,0,0,-0.09308800945341712,no,0.733,No interesante
426,35,blue-collar,married,secondary,0,1949,1,0,others,2,jun,200,3,-1,0,no,0,0,-0.10205521058169242,no,0.688,No interesante
427,44,blue-collar,married,primary,0,3433,1,0,others,2,jun,548,8,-1,0,no,0,0,-0.06523894310060252,yes,0.5081,Periferia
428,59,blue-collar,married,secondary,0,475,1,1,others,2,jun,290,1,-1,0,no,0,0,-0.0675879974047171,no,0.6736,No interesante
429,37,blue-collar,married,secondary,0,954,1,0,others,2,jun,402,9,-1,0,no,0,0,-0.09371000822541864,no,0.5843,Periferia
430,23,blue-collar,single,secondary,0,27,1,0,others,2,jun,280,2,-1,0,no,0,0,-0.08702909756205729,no,0.6466,No interesante
431,30,admin.,married,secondary,0,457,1,0,others,3,jun,384,5,-1,0,no,0,0,-0.10229126583246684,no,0.5844,Periferia
432,48,technician,divorced,secondary,0,-154,0,0,others,3,jun,342,3,-1,0,no,0,0,-0.038235362328788165,no,0.5982,Periferia
433,36,blue-collar,married,secondary,0,13,0,0,others,3,jun,284,1,-1,0,no,0,0,-0.10241760337409106,no,0.5879,Periferia
434,26,management,single,tertiary,0,-630,1,1,others,3,jun,192,2,-1,0,no,0,0,-0.03982682176955321,no,0.732,No interesante
435,48,services,divorced,secondary,0,4408,1,0,others,3,jun,106,6,-1,0,no,0,0,-0.03253345394747648,no,0.7634,No interesante
436,23,blue-collar,single,secondary,0,1311,1,0,others,3,jun,100,3,-1,0,no,0,0,-0.09314732480913446,no,0.7165,No interesante
437,30,services,married,secondary,0,0,1,1,others,3,jun,185,1,-1,0,no,0,0,-0.07484653622448179,no,0.753,No interesante
438,31,technician,married,tertiary,1,859,1,0,others,3,jun,138,2,-1,0,no,0,0,-0.022977102228616264,no,0.7155,No interesante
439,37,management,married,secondary,0,341,0,0,others,3,jun,120,2,-1,0,no,0,0,-0.09153745364657677,no,0.6533,No interesante
440,51,self-employed,divorced,secondary,0,1291,1,0,others,3,jun,51,2,-1,0,no,0,0,-0.05105363613287628,no,0.7436,No interesante
441,37,services,single,secondary,0,278,1,0,others,3,jun,1045,3,-1,0,yes,1,0,-0.0282360759002786,yes,0.5499,Periferia
443,37,admin.,married,secondary,0,2236,1,0,others,3,jun,495,2,-1,0,no,0,0,-0.09884863197799283,yes,0.5191,Periferia
444,38,blue-collar,married,primary,0,2472,1,0,others,3,jun,176,2,-1,0,no,0,0,-0.08776455245980408,no,0.7143,No interesante
445,36,management,married,tertiary,0,27359,1,0,others,3,jun,71,2,-1,0,no,0,0,-0.008121491418598359,no,0.734,No interesante
446,28,services,single,primary,0,302,0,0,others,3,jun,248,9,-1,0,no,0,0,-0.058707121823427966,no,0.5552,Periferia
447,32,services,married,secondary,0,2796,1,0,others,3,jun,143,8,-1,0,no,0,0,-0.09641502377438127,no,0.7405,No interesante
448,55,technician,married,secondary,1,-208,1,0,others,3,jun,148,2,-1,0,no,0,0,-0.03604967841993656,no,0.754,No interesante
449,27,technician,single,secondary,0,3,0,0,others,3,jun,68,6,-1,0,no,0,0,-0.08177329356466323,no,0.7047,No interesante
450,33,management,married,tertiary,0,982,0,0,others,4,jun,735,17,-1,0,no,0,0,-0.026514003031816943,yes,0.535,Periferia
451,41,technician,married,secondary,0,-1136,1,1,others,4,jun,89,1,-1,0,no,0,0,-0.07333171949230621,no,0.7825,No interesante
452,33,services,married,secondary,0,39,1,0,others,4,jun,66,4,-1,0,no,0,0,-0.10357894211735512,no,0.7721,No interesante
453,54,blue-collar,divorced,primary,0,215,1,0,others,4,jun,71,5,-1,0,no,0,0,-0.021348799271130203,no,0.7808,No interesante
454,27,blue-collar,single,secondary,0,1065,1,1,others,4,jun,313,1,-1,0,no,0,0,-0.06491930814329355,no,0.6448,No interesante
455,29,management,single,tertiary,0,1566,1,0,others,4,jun,233,1,-1,0,no,0,0,-0.07340134585994157,no,0.614,No interesante
456,28,services,single,secondary,0,2385,1,0,others,4,jun,119,2,-1,0,no,0,0,-0.0960001488469348,no,0.7128,No interesante
457,28,unemployed,single,tertiary,0,1010,1,0,others,4,jun,174,2,-1,0,no,0,0,-0.05711528159936085,no,0.6885,No interesante
458,26,student,single,secondary,0,-147,0,0,others,4,jun,95,2,-1,0,no,0,0,-0.08096267280172786,no,0.6769,No interesante
459,29,admin.,single,secondary,0,130,0,0,others,4,jun,134,2,-1,0,no,0,0,-0.09924021467762313,no,0.6163,No interesante
460,29,services,single,secondary,0,447,1,1,others,4,jun,106,1,-1,0,no,0,0,-0.06755447503468465,no,0.7367,No interesante
461,39,blue-collar,married,primary,0,104,1,0,others,4,jun,624,2,-1,0,no,0,0,-0.07944328090763643,yes,0.5238,Periferia
462,24,management,single,tertiary,0,933,1,0,others,4,jun,122,1,-1,0,no,0,0,-0.07444460577270212,no,0.7101,No interesante
463,32,blue-collar,single,secondary,0,255,0,0,others,4,jun,175,1,-1,0,no,0,0,-0.09987779174256887,no,0.6115,No interesante
464,56,technician,married,secondary,0,62,0,1,others,5,jun,243,1,-1,0,no,0,0,-0.06744031796961747,no,0.6306,No interesante
465,53,retired,married,secondary,0,1630,0,0,others,5,jun,160,1,-1,0,no,0,0,-0.07929425726408823,no,0.6181,No interesante
466,46,services,married,secondary,0,198,0,1,others,5,jun,49,1,-1,0,no,0,0,-0.06786797414147061,no,0.7164,No interesante
467,53,housemaid,married,primary,0,1903,0,0,others,5,jun,827,1,-1,0,no,0,0,-0.05558122014548295,yes,0.5512,Periferia
468,49,entrepreneur,married,tertiary,0,9824,0,0,others,5,jun,69,1,-1,0,no,0,0,-0.043667878187829016,no,0.6607,No interesante
469,51,admin.,married,primary,0,2281,1,1,others,5,jun,163,1,-1,0,no,0,0,-0.051483208487704935,no,0.7505,No interesante
470,37,services,married,secondary,0,2132,0,0,others,5,jun,232,1,-1,0,no,0,0,-0.10255595983071808,no,0.5343,Periferia
471,36,blue-collar,married,secondary,0,0,0,0,others,5,jun,174,1,-1,0,no,0,0,-0.10578487060010948,no,0.6613,No interesante
472,45,blue-collar,married,secondary,0,419,0,0,others,5,jun,420,1,-1,0,no,0,0,-0.09893793598719768,yes,0.507,Periferia
473,56,management,divorced,tertiary,0,982,0,0,others,5,jun,152,1,-1,0,no,0,0,-0.028774273200225912,no,0.6406,No interesante
474,38,services,divorced,secondary,0,61,0,0,others,5,jun,636,1,-1,0,yes,1,0,-0.010331383344022949,yes,0.5265,Periferia
475,42,blue-collar,married,secondary,0,865,0,1,others,5,jun,81,1,-1,0,no,0,0,-0.07603670151286279,no,0.7022,No interesante
477,45,blue-collar,single,secondary,0,143,0,0,others,5,jun,201,1,-1,0,no,0,0,-0.0947373279380967,no,0.5958,Periferia
478,48,entrepreneur,divorced,tertiary,0,275,0,1,others,5,jun,34,1,-1,0,no,0,0,-0.006452067274929364,no,0.7305,No interesante
479,43,management,divorced,secondary,0,130,1,0,others,5,jun,63,3,-1,0,no,0,0,-0.04988819083694468,no,0.752,No interesante
480,38,technician,married,secondary,0,635,0,0,others,5,jun,31,5,-1,0,no,0,0,-0.09234743766139686,no,0.6957,No interesante
481,48,entrepreneur,single,tertiary,0,2313,0,0,others,6,jun,130,1,-1,0,no,0,0,-0.0731616988053444,no,0.6435,No interesante
482,32,blue-collar,married,primary,0,1138,1,1,others,6,jun,164,4,-1,0,no,0,0,-0.06211629170355488,no,0.7615,No interesante
483,25,management,single,tertiary,0,490,1,0,others,6,jun,246,3,-1,0,no,0,0,-0.0736622244231473,no,0.6135,No interesante
484,39,management,divorced,secondary,0,401,0,0,others,6,jun,126,1,-1,0,no,0,0,-0.054241543806225416,no,0.6675,No interesante
485,28,blue-collar,married,secondary,0,708,1,0,others,6,jun,339,5,-1,0,no,0,0,-0.10365192568056952,no,0.6175,No interesante
486,38,management,married,secondary,0,794,1,0,others,6,jun,50,3,-1,0,no,0,0,-0.09103810424176052,no,0.7373,No interesante
487,37,services,single,secondary,0,148,0,1,others,6,jun,64,1,-1,0,no,0,0,-0.068588607749761,no,0.7147,No interesante
488,51,entrepreneur,married,tertiary,0,5403,0,0,others,6,jun,42,1,-1,0,no,0,0,-0.06267936315518452,no,0.6625,No interesante
489,36,self-employed,single,tertiary,0,2000,0,0,others,6,jun,94,1,-1,0,no,0,0,-0.08181840323238397,no,0.6474,No interesante
491,35,blue-collar,single,secondary,0,871,1,0,others,6,jun,216,3,-1,0,no,0,0,-0.09797126231011648,no,0.6435,No interesante
492,29,blue-collar,single,primary,0,213,1,0,others,6,jun,2653,3,-1,0,yes,1,0,-0.0027979870498926478,yes,0.5523,Periferia
493,56,unemployed,divorced,tertiary,0,832,0,0,others,6,jun,36,2,-1,0,no,0,0,-0.009042632637276228,no,0.6861,No interesante
494,49,blue-collar,married,primary,0,0,1,0,others,6,jun,286,2,-1,0,no,0,0,-0.08197519062825209,no,0.685,No interesante
495,37,self-employed,divorced,tertiary,0,160,1,1,others,6,jun,545,2,-1,0,no,0,0,-0.007157393806728862,no,0.5218,Periferia
496,58,retired,married,secondary,0,2836,0,0,others,6,jun,248,2,-1,0,no,0,0,-0.06805249213429088,no,0.5275,Periferia
497,33,blue-collar,married,secondary,0,2645,1,1,others,6,jun,85,4,-1,0,no,0,0,-0.08071272257535922,no,0.7609,No interesante
498,47,housemaid,married,primary,0,389,0,0,others,6,jun,145,2,-1,0,no,0,0,-0.07792420092277874,no,0.6481,No interesante
499,39,blue-collar,single,secondary,0,1170,0,0,others,6,jun,383,1,-1,0,no,0,0,-0.09455838251916387,yes,0.5036,Periferia
500,48,management,married,tertiary,0,-1232,1,0,others,6,jun,183,1,-1,0,no,0,0,-0.07065432134950289,no,0.7314,No interesante
501,38,admin.,married,secondary,0,9618,1,0,others,9,jun,214,1,-1,0,no,0,0,-0.07097323278784445,no,0.643,No interesante
502,51,retired,married,primary,0,610,0,0,others,9,jun,86,2,-1,0,no,0,0,-0.05821758520136139,no,0.6673,No interesante
503,42,management,married,primary,0,4362,0,0,others,9,jun,238,1,-1,0,no,0,0,-0.0745950648587711,no,0.5427,Periferia
504,44,blue-collar,married,primary,0,2135,0,0,others,9,jun,61,1,-1,0,no,0,0,-0.08116489934400478,no,0.677,No interesante
505,39,blue-collar,married,tertiary,0,10483,0,0,others,9,jun,218,1,-1,0,no,0,0,-0.04958146808241015,no,0.548,Periferia
506,41,housemaid,married,primary,0,884,0,0,others,9,jun,322,1,-1,0,no,0,0,-0.07696628256166478,no,0.5401,Periferia
507,38,blue-collar,married,primary,0,2569,0,0,others,9,jun,172,1,-1,0,no,0,0,-0.08496962624845522,no,0.6251,No interesante
508,49,services,married,secondary,0,3169,0,0,others,9,jun,626,1,-1,0,no,0,0,-0.0878290920655842,yes,0.5583,Periferia
509,39,blue-collar,divorced,secondary,0,2601,0,0,others,9,jun,70,1,-1,0,no,0,0,-0.05296071926432805,no,0.6806,No interesante
510,38,blue-collar,single,secondary,0,840,0,0,others,9,jun,176,6,-1,0,no,0,0,-0.0900423629089141,no,0.6475,No interesante
511,57,technician,divorced,secondary,0,164,0,0,others,9,jun,139,2,-1,0,no,0,0,-0.05167069225101079,no,0.6547,No interesante
512,54,entrepreneur,married,secondary,0,0,0,0,others,9,jun,96,1,-1,0,no,0,0,-0.08896242925292691,no,0.6941,No interesante
513,55,technician,single,secondary,0,776,0,0,others,9,jun,67,1,-1,0,no,0,0,-0.08762476060273011,no,0.6629,No interesante
514,50,technician,married,tertiary,0,3117,0,0,others,9,jun,174,1,-1,0,no,0,0,-0.07387009486893731,no,0.6084,No interesante
515,57,blue-collar,married,secondary,0,5553,0,1,others,9,jun,589,1,-1,0,no,0,0,-0.04935731779225167,yes,0.5073,Periferia
516,38,technician,married,primary,0,217,1,0,others,9,jun,491,6,-1,0,yes,1,0,-0.02461006428764217,no,0.5005,Periferia
517,42,admin.,married,secondary,0,1030,0,0,others,9,jun,148,3,-1,0,no,0,0,-0.10336669309082347,no,0.6332,No interesante
518,39,management,divorced,tertiary,0,3261,1,0,others,9,jun,150,17,-1,0,no,0,0,-0.014682173178542313,no,0.753,No interesante
519,37,blue-collar,married,secondary,0,427,1,1,others,9,jun,371,3,-1,0,no,0,0,-0.08516836175513133,no,0.6321,No interesante
520,35,admin.,married,secondary,0,2897,0,0,others,9,jun,243,2,-1,0,no,0,0,-0.10273895059823852,no,0.5317,Periferia
521,49,technician,married,secondary,0,378,0,0,others,9,jun,189,2,-1,0,no,0,0,-0.09833653858666397,no,0.6101,No interesante
522,39,blue-collar,married,primary,0,1387,0,0,others,9,jun,52,3,-1,0,no,0,0,-0.07795850767224932,no,0.6826,No interesante
523,41,services,married,secondary,0,0,1,0,others,11,jun,62,9,-1,0,no,0,0,-0.09937837542672008,no,0.7853,No interesante
524,36,management,married,tertiary,0,1604,1,0,others,11,jun,47,3,-1,0,no,0,0,-0.08201278599381256,no,0.7384,No interesante
525,49,retired,married,primary,0,3478,0,0,others,11,jun,484,5,-1,0,no,0,0,-0.0503076064348833,yes,0.5318,Periferia
526,27,technician,single,secondary,0,555,0,0,others,11,jun,240,9,-1,0,no,0,0,-0.07763831952956374,no,0.5362,Periferia
527,36,blue-collar,single,secondary,0,161,1,0,others,11,jun,196,2,-1,0,no,0,0,-0.10056636429122023,no,0.704,No interesante
528,46,self-employed,married,primary,0,2295,1,0,others,11,jun,138,1,-1,0,no,0,0,-0.07988583469809163,no,0.7231,No interesante
529,42,self-employed,divorced,tertiary,0,0,0,0,others,11,jun,694,2,-1,0,no,0,0,-0.019078806555411887,yes,0.5183,Periferia
530,38,self-employed,single,secondary,1,0,0,0,others,11,jun,68,3,-1,0,no,0,0,-0.03418172197367286,no,0.7229,No interesante
531,36,management,single,tertiary,0,0,0,0,others,11,jun,33,1,-1,0,no,0,0,-0.0786437652703938,no,0.7119,No interesante
532,58,technician,married,secondary,0,0,0,0,others,11,jun,464,2,-1,0,no,0,0,-0.08850205171051351,no,0.5171,Periferia
533,56,blue-collar,married,secondary,0,0,0,0,others,11,jun,142,2,-1,0,no,0,0,-0.09419368213212864,no,0.6782,No interesante
534,38,admin.,married,primary,0,464,0,1,others,11,jun,86,2,-1,0,no,0,0,-0.0558883572680805,no,0.7216,No interesante
535,54,retired,married,secondary,0,3671,0,0,others,11,jun,67,3,-1,0,no,0,0,-0.06365706319133241,no,0.6665,No interesante
536,38,blue-collar,married,secondary,0,2342,0,0,others,12,jun,136,2,-1,0,no,0,0,-0.1019454237679822,no,0.6334,No interesante
537,35,unemployed,divorced,secondary,0,45,0,0,others,12,jun,40,6,-1,0,no,0,0,-0.026878675445099757,no,0.742,No interesante
538,54,management,married,tertiary,0,292,0,0,others,12,jun,120,1,-1,0,no,0,0,-0.06959840475956564,no,0.6505,No interesante
539,49,blue-collar,married,primary,0,518,1,0,others,12,jun,223,1,-1,0,no,0,0,-0.08402411403211446,no,0.6582,No interesante
540,43,services,married,secondary,0,2478,1,0,others,12,jun,157,1,-1,0,no,0,0,-0.10284017136848744,no,0.7108,No interesante
541,38,services,married,secondary,0,309,0,0,others,12,jun,160,2,-1,0,no,0,0,-0.10448549399908402,no,0.6287,No interesante
542,35,admin.,single,secondary,0,128,0,0,others,12,jun,46,1,-1,0,no,0,0,-0.10028141705636624,no,0.6683,No interesante
543,48,blue-collar,married,secondary,0,1000,1,0,others,12,jun,1268,2,-1,0,yes,1,0,-0.04098730795202077,yes,0.5383,Periferia
544,52,entrepreneur,divorced,tertiary,0,199,1,1,others,12,jun,246,2,-1,0,no,0,0,-0.0047412364425641895,no,0.6907,No interesante
545,39,technician,single,secondary,0,175,0,1,others,16,jun,757,2,-1,0,no,0,0,-0.051893501365253385,yes,0.526,Periferia
546,48,housemaid,married,primary,0,5908,0,0,others,16,jun,192,4,-1,0,no,0,0,-0.06586094110389873,no,0.6424,No interesante
547,57,blue-collar,married,primary,0,24,0,0,others,16,jun,109,2,-1,0,no,0,0,-0.0759942837135184,no,0.7087,No interesante
548,40,services,married,secondary,0,256,1,0,others,16,jun,95,6,-1,0,no,0,0,-0.10800453199759258,no,0.753,No interesante
549,41,blue-collar,married,secondary,0,2413,0,0,others,16,jun,64,3,-1,0,no,0,0,-0.09947084637577548,no,0.6695,No interesante
550,59,retired,married,primary,0,2722,0,0,others,16,jun,145,1,-1,0,no,0,0,-0.05776191760395232,no,0.6353,No interesante
551,38,blue-collar,married,primary,0,1602,0,0,others,16,jun,100,1,-1,0,no,0,0,-0.08812455427137555,no,0.6606,No interesante
552,30,blue-collar,married,secondary,0,294,1,1,others,16,jun,50,3,-1,0,no,0,0,-0.07654354773410517,no,0.7583,No interesante
553,55,entrepreneur,divorced,tertiary,0,461,1,1,others,16,jun,267,3,-1,0,no,0,0,-0.0012756980396914086,no,0.691,No interesante
554,45,technician,married,tertiary,0,533,1,0,others,16,jun,332,2,-1,0,no,0,0,-0.08826818501774307,no,0.6193,No interesante
555,37,admin.,single,tertiary,0,12581,0,0,others,16,jun,155,4,-1,0,no,0,0,-0.03613968760538111,no,0.65,No interesante
556,35,services,married,secondary,0,2,0,0,others,16,jun,221,1,-1,0,no,0,0,-0.10497182435062297,no,0.5981,Periferia
557,46,housemaid,married,secondary,0,1035,0,0,others,16,jun,703,1,-1,0,no,0,0,-0.09123179490257732,yes,0.5638,Periferia
558,39,technician,married,secondary,0,94,0,0,others,16,jun,182,2,-1,0,no,0,0,-0.10674109718107833,no,0.6197,No interesante
559,39,blue-collar,married,primary,0,2169,0,0,others,17,jun,170,2,-1,0,no,0,0,-0.0879180386843103,no,0.6361,No interesante
560,55,retired,married,secondary,0,466,0,0,others,17,jun,287,4,-1,0,no,0,0,-0.07142567464245181,no,0.5406,Periferia
561,41,technician,married,secondary,0,130,0,0,others,17,jun,160,3,-1,0,no,0,0,-0.10444080993851183,no,0.6384,No interesante
562,37,technician,single,secondary,0,984,0,0,others,17,jun,475,1,-1,0,no,0,0,-0.09003781057432864,yes,0.5464,Periferia
563,47,unemployed,married,secondary,0,3287,1,1,others,17,jun,126,1,-1,0,no,0,0,-0.05199605606515029,no,0.7541,No interesante
564,37,services,single,secondary,0,3,0,0,others,17,jun,527,1,-1,0,no,0,0,-0.08913788408441753,yes,0.5369,Periferia
565,44,housemaid,married,tertiary,0,460,0,0,others,17,jun,491,1,-1,0,no,0,0,-0.07529924417316143,yes,0.5528,Periferia
566,39,self-employed,divorced,tertiary,0,1415,0,0,others,17,jun,134,1,-1,0,no,0,0,-0.04743981869064578,no,0.6526,No interesante
567,40,technician,divorced,tertiary,0,0,0,0,others,17,jun,522,1,-1,0,yes,1,0,-0.0092200405821804,yes,0.5134,Periferia
568,40,blue-collar,married,primary,0,-158,1,1,others,17,jun,59,1,-1,0,no,0,0,-0.05488950796318754,no,0.8055,No interesante
569,59,retired,married,secondary,0,2703,0,1,others,17,jun,249,2,-1,0,no,0,0,-0.04393041004162207,no,0.6072,No interesante
570,41,blue-collar,married,primary,0,402,0,0,others,17,jun,114,17,-1,0,no,0,0,-0.0568096489548191,no,0.7088,No interesante
571,49,admin.,married,secondary,0,652,0,1,others,17,jun,127,2,-1,0,no,0,0,-0.07074342798942368,no,0.7067,No interesante
572,44,blue-collar,single,primary,0,99,0,0,others,17,jun,187,7,-1,0,no,0,0,-0.06930648790526744,no,0.6664,No interesante
573,43,management,married,secondary,0,392,0,0,others,17,jun,332,5,-1,0,no,0,0,-0.09250622410136478,no,0.5423,Periferia
574,53,technician,married,secondary,0,619,0,0,others,17,jun,198,6,-1,0,no,0,0,-0.09391263862791377,no,0.6446,No interesante
575,53,housemaid,divorced,secondary,0,120,0,0,others,17,jun,343,2,-1,0,no,0,0,-0.05038512004152052,no,0.5502,Periferia
576,38,blue-collar,married,primary,0,7944,0,0,others,17,jun,116,3,-1,0,no,0,0,-0.0638777452364715,no,0.6756,No interesante
577,51,self-employed,married,primary,0,307,1,1,others,17,jun,65,2,-1,0,no,0,0,-0.05144606087989473,no,0.7794,No interesante
578,50,services,married,secondary,0,1134,0,0,others,18,jun,53,2,-1,0,no,0,0,-0.09860005025911144,no,0.6783,No interesante
579,51,services,divorced,secondary,0,9,0,0,others,18,jun,371,2,-1,0,yes,1,0,-0.02146778082962575,no,0.5659,Periferia
580,36,blue-collar,married,primary,0,1707,0,0,others,18,jun,190,2,-1,0,no,0,0,-0.08866661424016836,no,0.6248,No interesante
581,35,admin.,married,secondary,0,165,1,0,others,18,jun,272,1,-1,0,no,0,0,-0.1067663498678026,no,0.6341,No interesante
582,39,entrepreneur,married,tertiary,0,2310,1,1,others,18,jun,104,1,-1,0,no,0,0,-0.055394756210416014,no,0.7488,No interesante
583,57,management,married,tertiary,0,1172,0,0,others,18,jun,26,1,-1,0,no,0,0,-0.07065490003241848,no,0.6732,No interesante
584,51,entrepreneur,single,secondary,0,440,0,0,others,18,jun,392,1,-1,0,no,0,0,-0.0862644615276646,yes,0.5128,Periferia
585,51,technician,married,secondary,0,2682,0,0,others,18,jun,56,1,-1,0,no,0,0,-0.09801515612253968,no,0.6721,No interesante
586,45,management,divorced,tertiary,0,220,1,0,others,18,jun,89,4,-1,0,no,0,0,-0.041398020961403936,no,0.7633,No interesante
587,37,blue-collar,married,secondary,0,523,0,0,others,18,jun,257,2,-1,0,no,0,0,-0.1061985730925788,no,0.5437,Periferia
588,39,blue-collar,single,secondary,0,1967,0,0,others,18,jun,156,9,-1,0,no,0,0,-0.08178129013466856,no,0.6712,No interesante
589,31,blue-collar,married,secondary,0,671,1,0,others,18,jun,704,4,-1,0,yes,1,0,-0.052899410085356924,yes,0.5335,Periferia
590,41,admin.,married,secondary,0,1245,0,0,others,18,jun,140,3,-1,0,no,0,0,-0.10556616980177956,no,0.6435,No interesante
591,53,retired,married,secondary,0,357,0,0,others,18,jun,154,2,-1,0,no,0,0,-0.08177758216258567,no,0.6342,No interesante
592,40,admin.,single,secondary,0,1670,1,0,others,18,jun,161,2,-1,0,no,0,0,-0.1014320104310531,no,0.7106,No interesante
593,50,blue-collar,married,secondary,0,5,0,0,others,19,jun,170,7,-1,0,no,0,0,-0.09374741223434446,no,0.7005,No interesante
594,39,services,married,tertiary,0,16,0,0,others,19,jun,32,1,-1,0,no,0,0,-0.08333258555514234,no,0.7223,No interesante
595,57,retired,married,secondary,0,712,1,1,others,19,jun,824,1,-1,0,no,0,0,-0.03809142031235724,no,0.5058,Periferia
596,37,blue-collar,married,primary,0,253,1,0,others,19,jun,145,2,-1,0,no,0,0,-0.08876883093713728,no,0.7335,No interesante
597,56,blue-collar,married,secondary,0,771,1,1,others,19,jun,254,1,-1,0,no,0,0,-0.07530738330097253,no,0.679,No interesante
598,56,unemployed,married,secondary,0,216,0,0,others,19,jun,77,1,-1,0,no,0,0,-0.07491191929184515,no,0.6789,No interesante
599,51,entrepreneur,married,primary,0,4711,0,0,others,19,jun,253,1,-1,0,no,0,0,-0.0750827965863099,no,0.5503,Periferia
600,39,housemaid,married,tertiary,0,4,1,1,others,19,jun,185,1,-1,0,no,0,0,-0.05464059108053354,no,0.7604,No interesante
601,56,self-employed,married,tertiary,0,411,0,0,others,19,jun,145,4,-1,0,no,0,0,-0.0720407080052331,no,0.6616,No interesante
602,40,services,married,primary,0,2469,0,1,others,19,jun,202,2,-1,0,no,0,0,-0.053647635617184886,no,0.6765,No interesante
603,48,self-employed,married,primary,0,3062,0,0,others,19,jun,237,5,-1,0,no,0,0,-0.07299351738473975,no,0.5796,Periferia
604,28,blue-collar,single,primary,0,2340,1,0,others,19,jun,399,1,-1,0,no,0,0,-0.07311698861403909,no,0.5687,Periferia
605,26,blue-collar,married,primary,0,-157,1,0,others,19,jun,60,1,-1,0,no,0,0,-0.07552724218734846,no,0.7619,No interesante
606,45,technician,married,primary,0,3388,0,0,others,19,jun,36,7,-1,0,no,0,0,-0.06681169931039815,no,0.7159,No interesante
607,59,retired,divorced,secondary,0,602,0,0,others,20,jun,89,3,-1,0,no,0,0,-0.03027437732611349,no,0.6869,No interesante
608,50,management,married,tertiary,0,89,0,0,others,20,jun,35,2,-1,0,no,0,0,-0.07823766247146624,no,0.6948,No interesante
609,50,blue-collar,married,primary,0,480,1,0,others,20,jun,99,5,-1,0,no,0,0,-0.07966713407662768,no,0.7665,No interesante
610,48,management,married,tertiary,0,5320,1,0,others,20,jun,792,1,-1,0,yes,1,0,-0.019117698398792127,yes,0.5379,Periferia
611,46,services,married,secondary,0,457,1,1,others,20,jun,74,1,-1,0,no,0,0,-0.07540837318383553,no,0.7655,No interesante
612,39,self-employed,single,secondary,0,759,1,0,others,20,jun,100,1,-1,0,no,0,0,-0.09238585499001987,no,0.7203,No interesante
613,40,services,married,secondary,0,5807,1,0,others,20,jun,98,1,-1,0,no,0,0,-0.08561897063602647,no,0.7294,No interesante
614,20,student,single,secondary,0,-322,1,0,others,20,jun,73,4,-1,0,no,0,0,-0.07519944951242019,no,0.766,No interesante
615,36,management,divorced,tertiary,0,0,0,0,others,20,jun,519,2,-1,0,no,0,0,-0.030961641218192063,yes,0.5156,Periferia
616,44,technician,married,secondary,0,251,0,0,others,20,jun,14,6,-1,0,no,0,0,-0.09424109344963204,no,0.7106,No interesante
617,45,blue-collar,married,primary,0,186,0,0,others,20,jun,554,2,-1,0,no,0,0,-0.07940873472409328,yes,0.5481,Periferia
618,38,student,single,secondary,0,9669,0,0,others,20,jun,15,3,-1,0,no,0,0,-0.04325361857534482,no,0.6845,No interesante
619,55,technician,married,primary,0,2074,0,0,others,20,jun,19,4,-1,0,no,0,0,-0.06275162720785815,no,0.7076,No interesante
